TID,breadcrumb,category_name,property_type,building_size,land_size,preferred_size,price,location_number,city,zip_code,bedroom_count,bathroom_count,parking_count
1351406,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,246.0,246.0,246.0,246.0,246.0,Farrar,830,246.0,246.0,246.0
1351407,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,241.0,241.0,241.0,241.0,241.0,Leanyer,812,241.0,241.0,241.0
1351408,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,241.0,241.0,241.0,241.0,241.0,Millner,810,241.0,241.0,241.0
1351409,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,241.0,241.0,241.0,241.0,241.0,Jingili,810,241.0,241.0,241.0
1351410,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,241.0,241.0,241.0,241.0,241.0,Lyons,810,241.0,241.0,241.0
1351411,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,241.0,241.0,241.0,241.0,241.0,Stuart Park,820,241.0,241.0,241.0
1351412,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,120.0,120.0,120.0,120.0,120.0,Coconut Grove,810,120.0,120.0,120.0
1351413,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Villa,205.0,205.0,205.0,205.0,205.0,The Gardens,820,205.0,205.0,205.0
1351414,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,205.0,205.0,205.0,205.0,205.0,The Gardens,820,205.0,205.0,205.0
1351415,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,205.0,205.0,205.0,205.0,205.0,Bees Creek,822,205.0,205.0,205.0
1351416,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,205.0,205.0,205.0,205.0,205.0,Nightcliff,810,205.0,205.0,205.0
1351417,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,197.6,197.6,197.6,197.6,197.6,Rapid Creek,810,197.6,197.6,197.6
1351418,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,205.0,205.0,205.0,205.0,205.0,Ludmilla,820,205.0,205.0,205.0
1351419,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,205.0,205.0,205.0,205.0,205.0,Durack,830,205.0,205.0,205.0
1351420,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,205.0,205.0,205.0,205.0,205.0,Gray,830,205.0,205.0,205.0
1351421,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,123.0,123.0,123.0,123.0,123.0,Driver,830,123.0,123.0,123.0
1351422,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,162.2,162.2,162.2,162.2,162.2,Darwin City,800,162.2,162.2,162.2
1351395,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,290.4,290.4,290.4,290.4,290.4,Humpty Doo,836,290.4,290.4,290.4
1351423,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,183.6,183.6,183.6,183.6,183.6,Brinkin,810,183.6,183.6,183.6
1351394,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,290.4,290.4,290.4,290.4,290.4,Woodroffe,830,290.4,290.4,290.4
1351392,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,273.0,273.0,273.0,273.0,273.0,Howard Springs,835,273.0,273.0,273.0
1351365,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,155.0,155.0,155.0,155.0,155.0,Darwin City,800,155.0,155.0,155.0
1351366,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,227.622,227.622,227.622,227.622,227.622,The Gardens,820,227.622,227.622,227.622
1351367,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,134.0,134.0,134.0,134.0,134.0,Millner,810,134.0,134.0,134.0
1351368,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,134.0,134.0,134.0,134.0,134.0,Rosebery,832,134.0,134.0,134.0
1351369,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,134.0,134.0,134.0,134.0,134.0,Zuccoli,832,134.0,134.0,134.0
1351370,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,129.2,129.2,129.2,129.2,129.2,Rosebery,832,129.2,129.2,129.2
1351371,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,129.2,129.2,129.2,129.2,129.2,Zuccoli,832,129.2,129.2,129.2
1351372,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,135.8,135.8,135.8,135.8,135.8,Parap,820,135.8,135.8,135.8
1351373,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,202.622,202.622,202.622,202.622,202.622,Humpty Doo,836,202.622,202.622,202.622
1351374,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135.8,135.8,135.8,135.8,135.8,Bakewell,832,135.8,135.8,135.8
1351375,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135.8,135.8,135.8,135.8,135.8,Tiwi,810,135.8,135.8,135.8
1351376,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,135.8,135.8,135.8,135.8,135.8,Farrar,830,135.8,135.8,135.8
1351377,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,135.8,135.8,135.8,135.8,135.8,Wagaman,810,135.8,135.8,135.8
1351378,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,135.8,135.8,135.8,135.8,135.8,Gunn,832,135.8,135.8,135.8
1351379,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,183.2,183.2,183.2,183.2,183.2,Zuccoli,832,183.2,183.2,183.2
1351380,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,Driver,830,230.42200000000003,230.42200000000003,230.42200000000003
1351381,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,162.2,162.2,162.2,162.2,162.2,Stuart Park,820,162.2,162.2,162.2
1351382,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,114.0,114.0,114.0,114.0,114.0,Darwin City,800,114.0,114.0,114.0
1351383,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,162.2,162.2,162.2,162.2,162.2,Gray,830,162.2,162.2,162.2
1351384,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,162.2,162.2,162.2,162.2,162.2,Alawa,810,162.2,162.2,162.2
1351385,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,162.2,162.2,162.2,162.2,162.2,Stuart Park,820,162.2,162.2,162.2
1351386,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,162.2,162.2,162.2,162.2,162.2,Anula,812,162.2,162.2,162.2
1351387,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,236.2,236.2,236.2,236.2,236.2,Stuart Park,820,236.2,236.2,236.2
1351388,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,236.2,236.2,236.2,236.2,236.2,Nightcliff,810,236.2,236.2,236.2
1351389,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,204.2,204.2,204.2,204.2,204.2,Wulagi,812,204.2,204.2,204.2
1351390,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,115.2,115.2,115.2,115.2,115.2,Stuart Park,820,115.2,115.2,115.2
1351391,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,236.2,236.2,236.2,236.2,236.2,Bees Creek,822,236.2,236.2,236.2
1351393,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,290.4,290.4,290.4,290.4,290.4,Darwin City,800,290.4,290.4,290.4
1351424,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,162.2,162.2,162.2,162.2,162.2,Johnston,832,162.2,162.2,162.2
1351425,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,183.6,183.6,183.6,183.6,183.6,Zuccoli,832,183.6,183.6,183.6
1351426,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,152.4,152.4,152.4,152.4,152.4,Rosebery,832,152.4,152.4,152.4
1351459,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,51.0,51.0,51.0,51.0,51.0,Darwin City,800,51.0,51.0,51.0
1351460,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,233.0,233.0,233.0,233.0,233.0,Rosebery,832,233.0,233.0,233.0
1351461,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,144.0,144.0,144.0,144.0,144.0,Howard Springs,835,144.0,144.0,144.0
1351462,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,292.8,292.8,292.8,292.8,292.8,Muirhead,810,292.8,292.8,292.8
1351463,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,168.0,168.0,168.0,168.0,168.0,Parap,820,168.0,168.0,168.0
1351464,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,168.0,168.0,168.0,168.0,168.0,Rosebery,832,168.0,168.0,168.0
1351465,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,168.0,168.0,168.0,168.0,168.0,Moil,810,168.0,168.0,168.0
1351466,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,168.0,168.0,168.0,168.0,168.0,Coconut Grove,810,168.0,168.0,168.0
1351467,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,165.0,165.0,165.0,165.0,165.0,Stuart Park,820,165.0,165.0,165.0
1351468,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,168.0,168.0,168.0,168.0,168.0,Jingili,810,168.0,168.0,168.0
1351469,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,168.0,168.0,168.0,168.0,168.0,Karama,812,168.0,168.0,168.0
1351470,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135.0,135.0,135.0,135.0,135.0,Rapid Creek,810,135.0,135.0,135.0
1351471,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,95.0,95.0,95.0,95.0,95.0,Karama,812,95.0,95.0,95.0
1351472,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,151.2,151.2,151.2,151.2,151.2,Leanyer,812,151.2,151.2,151.2
1351473,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,212.0,212.0,212.0,212.0,212.0,Gunn,832,212.0,212.0,212.0
1351474,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,266.0,266.0,266.0,266.0,266.0,Johnston,832,266.0,266.0,266.0
1351475,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,142.4,142.4,142.4,142.4,142.4,Wulagi,812,142.4,142.4,142.4
1351476,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,142.4,142.4,142.4,142.4,142.4,Darwin City,800,142.4,142.4,142.4
1351477,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,48.0,48.0,48.0,48.0,48.0,Darwin City,800,48.0,48.0,48.0
1351478,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,142.4,142.4,142.4,142.4,142.4,Rosebery,832,142.4,142.4,142.4
1351479,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,202.622,202.622,202.622,202.622,202.622,Humpty Doo,836,202.622,202.622,202.622
1351480,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,138.0,138.0,138.0,138.0,138.0,Woodroffe,830,138.0,138.0,138.0
1351481,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,137.6,137.6,137.6,137.6,137.6,Darwin City,800,137.6,137.6,137.6
1351482,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,137.6,137.6,137.6,137.6,137.6,Leanyer,812,137.6,137.6,137.6
1351483,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,137.6,137.6,137.6,137.6,137.6,Berrimah,828,137.6,137.6,137.6
1351484,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,Gunn,832,230.42200000000003,230.42200000000003,230.42200000000003
1351485,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135.2,135.2,135.2,135.2,135.2,Darwin City,800,135.2,135.2,135.2
1351458,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,836.0,836.0,836.0,836.0,836.0,Wanguri,810,836.0,836.0,836.0
1351457,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,139.0,139.0,139.0,139.0,139.0,Driver,830,139.0,139.0,139.0
1351456,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,305.6,305.6,305.6,305.6,305.6,Darwin City,800,305.6,305.6,305.6
1351455,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,69.0,69.0,69.0,69.0,69.0,Parap,820,69.0,69.0,69.0
1351427,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,152.4,152.4,152.4,152.4,152.4,Gray,830,152.4,152.4,152.4
1351428,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,133.2,133.2,133.2,133.2,133.2,Driver,830,133.2,133.2,133.2
1351429,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,133.2,133.2,133.2,133.2,133.2,Stuart Park,820,133.2,133.2,133.2
1351430,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,133.2,133.2,133.2,133.2,133.2,Driver,830,133.2,133.2,133.2
1351431,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,133.2,133.2,133.2,133.2,133.2,Larrakeyah,820,133.2,133.2,133.2
1351432,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,126.0,126.0,126.0,126.0,126.0,Woodroffe,830,126.0,126.0,126.0
1351433,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,151.2,151.2,151.2,151.2,151.2,Bayview,820,151.2,151.2,151.2
1351434,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,151.2,151.2,151.2,151.2,151.2,Johnston,832,151.2,151.2,151.2
1351435,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,151.2,151.2,151.2,151.2,151.2,Nightcliff,810,151.2,151.2,151.2
1351436,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,151.2,151.2,151.2,151.2,151.2,Woodroffe,830,151.2,151.2,151.2
1351437,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,147.0,147.0,147.0,147.0,147.0,Zuccoli,832,147.0,147.0,147.0
1351438,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,148.0,148.0,148.0,148.0,148.0,Durack,830,148.0,148.0,148.0
1351439,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,150.0,150.0,150.0,150.0,150.0,Woodroffe,830,150.0,150.0,150.0
1351364,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,141.0,141.0,141.0,141.0,141.0,Girraween,836,141.0,141.0,141.0
1351440,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,179.4,179.4,179.4,179.4,179.4,Larrakeyah,820,179.4,179.4,179.4
1351442,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,179.4,179.4,179.4,179.4,179.4,Karama,812,179.4,179.4,179.4
1351443,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,179.4,179.4,179.4,179.4,179.4,Zuccoli,832,179.4,179.4,179.4
1351444,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210.0,210.0,210.0,210.0,210.0,Woodroffe,830,210.0,210.0,210.0
1351445,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,163.8,163.8,163.8,163.8,163.8,Parap,820,163.8,163.8,163.8
1351446,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,163.8,163.8,163.8,163.8,163.8,Rosebery,832,163.8,163.8,163.8
1351447,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,107.0,107.0,107.0,107.0,107.0,Millner,810,107.0,107.0,107.0
1351448,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,301.0,301.0,301.0,301.0,301.0,Stuart Park,820,301.0,301.0,301.0
1351449,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,301.0,301.0,301.0,301.0,301.0,Rosebery,832,301.0,301.0,301.0
1351450,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,301.0,301.0,301.0,301.0,301.0,Gunn,832,301.0,301.0,301.0
1351451,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,301.0,301.0,301.0,301.0,301.0,Nightcliff,810,301.0,301.0,301.0
1351452,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,283.0,283.0,283.0,283.0,283.0,Durack,830,283.0,283.0,283.0
1351453,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,301.0,301.0,301.0,301.0,301.0,Nightcliff,810,301.0,301.0,301.0
1351454,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,301.0,301.0,301.0,301.0,301.0,Rosebery,832,301.0,301.0,301.0
1351441,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,179.4,179.4,179.4,179.4,179.4,Leanyer,812,179.4,179.4,179.4
1351363,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,134.0,134.0,134.0,134.0,134.0,Darwin City,800,134.0,134.0,134.0
1351362,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,134.0,134.0,134.0,134.0,134.0,Fannie Bay,820,134.0,134.0,134.0
1351361,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,134.0,134.0,134.0,134.0,134.0,Bayview,820,134.0,134.0,134.0
1351271,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,245.2,245.2,245.2,245.2,245.2,Darwin City,800,245.2,245.2,245.2
1351272,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Rapid Creek,810,245.2,245.2,245.2
1351273,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Zuccoli,832,245.2,245.2,245.2
1351274,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Parap,820,245.2,245.2,245.2
1351275,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Karama,812,245.2,245.2,245.2
1351276,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Durack,830,245.2,245.2,245.2
1351277,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,269.0,269.0,269.0,269.0,269.0,Woodroffe,830,269.0,269.0,269.0
1351278,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,245.2,245.2,245.2,245.2,245.2,Stuart Park,820,245.2,245.2,245.2
1351279,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,337.0,337.0,337.0,337.0,337.0,Berry Springs,838,337.0,337.0,337.0
1351280,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,356.0,356.0,356.0,356.0,356.0,Bellamack,832,356.0,356.0,356.0
1351281,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,225.0,225.0,225.0,225.0,225.0,Rosebery,832,225.0,225.0,225.0
1351282,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,269.0,269.0,269.0,269.0,269.0,Gray,830,269.0,269.0,269.0
1351283,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,253.8,253.8,253.8,253.8,253.8,Humpty Doo,836,253.8,253.8,253.8
1351284,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,253.8,253.8,253.8,253.8,253.8,Stuart Park,820,253.8,253.8,253.8
1351285,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,253.8,253.8,253.8,253.8,253.8,Parap,820,253.8,253.8,253.8
1351286,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,253.8,253.8,253.8,253.8,253.8,Malak,812,253.8,253.8,253.8
1351287,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,253.8,253.8,253.8,253.8,253.8,Woolner,820,253.8,253.8,253.8
1351288,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,253.8,253.8,253.8,253.8,253.8,Bayview,820,253.8,253.8,253.8
1351289,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,221.2,221.2,221.2,221.2,221.2,Bellamack,832,221.2,221.2,221.2
1351290,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,221.2,221.2,221.2,221.2,221.2,Fannie Bay,820,221.2,221.2,221.2
1351291,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,166.6,166.6,166.6,166.6,166.6,Wulagi,812,166.6,166.6,166.6
1351292,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,166.6,166.6,166.6,166.6,166.6,Nightcliff,810,166.6,166.6,166.6
1351293,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,192.8,192.8,192.8,192.8,192.8,Millner,810,192.8,192.8,192.8
1351294,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,176.6,176.6,176.6,176.6,176.6,Darwin City,800,176.6,176.6,176.6
1351295,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,184.0,184.0,184.0,184.0,184.0,Stuart Park,820,184.0,184.0,184.0
1351296,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,167.0,167.0,167.0,167.0,167.0,Bayview,820,167.0,167.0,167.0
1351297,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,174.0,174.0,174.0,174.0,174.0,Driver,830,174.0,174.0,174.0
1351270,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Anula,812,245.2,245.2,245.2
1351269,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,245.2,245.2,245.2,245.2,245.2,Rapid Creek,810,245.2,245.2,245.2
1351268,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,245.2,245.2,245.2,245.2,245.2,Fannie Bay,820,245.2,245.2,245.2
1351267,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245.2,245.2,245.2,245.2,245.2,Tiwi,810,245.2,245.2,245.2
1351239,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,194.4,194.4,194.4,194.4,194.4,Parap,820,194.4,194.4,194.4
1351240,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,199.8,199.8,199.8,199.8,199.8,Woolner,820,199.8,199.8,199.8
1351241,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,199.8,199.8,199.8,199.8,199.8,Darwin City,800,199.8,199.8,199.8
1351242,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,199.8,199.8,199.8,199.8,199.8,Rapid Creek,810,199.8,199.8,199.8
1351243,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,199.8,199.8,199.8,199.8,199.8,Anula,812,199.8,199.8,199.8
1351244,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,199.8,199.8,199.8,199.8,199.8,Parap,820,199.8,199.8,199.8
1351245,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,185.8,185.8,185.8,185.8,185.8,Rosebery,832,185.8,185.8,185.8
1351246,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,185.8,185.8,185.8,185.8,185.8,Parap,820,185.8,185.8,185.8
1351247,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,182.2,182.2,182.2,182.2,182.2,Stuart Park,820,182.2,182.2,182.2
1351248,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,330.0,330.0,330.0,330.0,330.0,Virginia,834,330.0,330.0,330.0
1351249,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,203.8,203.8,203.8,203.8,203.8,Gray,830,203.8,203.8,203.8
1351250,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,203.8,203.8,203.8,203.8,203.8,Rosebery,832,203.8,203.8,203.8
1351251,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,64.0,64.0,64.0,64.0,64.0,Fannie Bay,820,64.0,64.0,64.0
1351298,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,83.0,83.0,83.0,83.0,83.0,Leanyer,812,83.0,83.0,83.0
1351252,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,203.8,203.8,203.8,203.8,203.8,Darwin City,800,203.8,203.8,203.8
1351254,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,203.8,203.8,203.8,203.8,203.8,Virginia,834,203.8,203.8,203.8
1351255,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,203.8,203.8,203.8,203.8,203.8,Woolner,820,203.8,203.8,203.8
